fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,QualityBins,Price range,PH Ratio,Alcohol content
6.4,0.21,0.28,5.9,0.047,29,101,0.99278,3.15,0.4,11,6,Medium,Expensive,1.873015873,Medium
6.9,0.33,0.26,5,0.027,46,143,0.9924,3.25,0.43,11.2,7,High,Medium,1.538461538,High
5.6,0.18,0.58,1.25,0.034,29,129,0.98984,3.51,0.6,12,7,High,Medium,0.356125356,High
6.6,0.29,0.31,3.9,0.027,39,96,0.99035,3.24,0.6,12.6,8,High,Expensive,1.203703704,High
6.9,0.33,0.26,5,0.027,46,143,0.9924,3.25,0.43,11.2,7,High,Low,1.538461538,High
6.6,0.21,0.36,0.8,0.034,48,113,0.99165,3.24,0.68,10.5,6,Medium,Medium,0.24691358,Medium
7.3,0.21,0.33,1,0.037,66,144,0.9923,3.11,0.52,10.2,6,Medium,Medium,0.321543408,Medium
6.4,0.21,0.28,5.9,0.047,29,101,0.99278,3.15,0.4,11,6,Medium,Medium,1.873015873,Medium
5.1,0.11,0.32,1.6,0.028,12,90,0.99008,3.57,0.52,12.2,6,Medium,Expensive,0.448179272,High
6.5,0.15,0.32,1.3,0.036,19,76,0.98964,3.18,0.41,12.3,6,Medium,Medium,0.408805031,High
5.3,0.16,0.39,1,0.028,40,101,0.99156,3.57,0.59,10.6,6,Medium,Medium,0.280112045,Medium
5.6,0.19,0.46,1.1,0.032,33,115,0.9909,3.36,0.5,10.4,6,Medium,Medium,0.327380952,Medium
5.6,0.18,0.58,1.25,0.034,29,129,0.98984,3.51,0.6,12,7,High,Medium,0.356125356,High
6.7,0.48,0.32,1.4,0.021,22,121,0.9889,3.15,0.53,12.7,7,High,Expensive,0.444444444,High
6.2,0.23,0.23,1.2,0.018,18,128,0.99178,3.05,0.28,10.6,5,Low,Expensive,0.393442623,Medium
6,0.17,0.29,5,0.028,25,108,0.99076,3.14,0.34,12.3,6,Medium,Medium,1.592356688,High
6.7,0.48,0.32,1.4,0.021,22,121,0.9889,3.15,0.53,12.7,7,High,Medium,0.444444444,High
6.7,0.15,0.38,1.7,0.037,20,84,0.99046,3.09,0.53,11.4,6,Medium,Low,0.550161812,High
4.2,0.17,0.36,1.8,0.029,93,161,0.98999,3.65,0.89,12,7,High,Low,0.493150685,High
5.8,0.21,0.32,1.6,0.045,38,95,0.98946,3.23,0.94,12.4,8,High,Low,0.495356037,High
5.4,0.23,0.36,1.5,0.03,74,121,0.98976,3.24,0.99,12.1,7,High,Medium,0.462962963,High
6.7,0.15,0.38,1.7,0.037,20,84,0.99046,3.09,0.53,11.4,6,Medium,Expensive,0.550161812,High
6.4,0.22,0.31,13.9,0.04,57,135,0.99672,3.21,0.38,10.7,5,Low,Expensive,4.330218069,Medium
6.5,0.15,0.55,5.9,0.045,75,162,0.99482,2.97,0.4,9.3,5,Low,Expensive,1.986531987,Medium
5.9,0.32,0.33,2.1,0.027,35,138,0.98945,3.37,0.42,12.7,6,Medium,Expensive,0.623145401,High
5.7,0.37,0.3,1.1,0.029,24,88,0.98883,3.18,0.39,11.7,6,Medium,Medium,0.34591195,High
7.9,0.25,0.35,6.7,0.039,22,64,0.99362,2.93,0.49,10.7,5,Low,Expensive,2.28668942,Medium
7.2,0.21,0.28,2.7,0.033,38,94,0.99075,2.99,0.43,11.8,7,High,Expensive,0.903010033,High
7,0.24,0.3,6.7,0.039,37,125,0.99436,3.2,0.39,9.9,5,Low,Medium,2.09375,Medium
6.8,0.475,0.33,3.95,0.047,16,81,0.98988,3.23,0.53,13.4,7,High,Low,1.222910217,High
7,0.28,0.32,7.75,0.032,30,114,0.99158,3.12,0.64,12.8,7,High,Expensive,2.483974359,High
6.9,0.4,0.3,10.6,0.033,24,87,0.99265,3.15,0.45,12.8,6,Medium,Expensive,3.365079365,High
6.6,0.41,0.31,1.6,0.042,18,101,0.99195,3.13,0.41,10.5,5,Low,Medium,0.511182109,Medium
6.4,0.2,0.28,2.5,0.032,24,84,0.99168,3.31,0.55,11.5,5,Low,Expensive,0.755287009,High
8.5,0.22,0.34,0.7,0.04,5,25,0.9918,3.04,0.37,10.5,4,Low,Expensive,0.230263158,Medium
8.4,0.36,0.36,11.1,0.032,21,132,0.99313,2.95,0.39,13,6,Medium,Expensive,3.762711864,High
5.2,0.285,0.29,5.15,0.035,64,138,0.9895,3.19,0.34,12.4,8,High,Expensive,1.614420063,High
6.9,0.2,0.3,4.7,0.041,40,148,0.9932,3.16,0.35,10.2,6,Medium,Medium,1.487341772,Medium
6.7,0.42,0.46,9.7,0.054,67,234,0.99848,3.23,0.5,9,5,Low,Low,3.003095975,Low
6.2,0.16,0.34,1.7,0.038,85,153,0.9909,3.33,0.86,12,7,High,Medium,0.510510511,High
6.4,0.125,0.36,1.4,0.044,22,68,0.99014,3.15,0.5,11.7,7,High,Medium,0.444444444,High
6.4,0.44,0.26,2,0.054,20,180,0.9952,3.58,0.57,10,5,Low,Medium,0.558659218,Medium
7,0.31,0.39,7.5,0.055,42,218,0.99652,3.37,0.54,10.3,5,Low,Medium,2.225519288,Medium
6.7,0.42,0.46,9.7,0.054,67,234,0.99848,3.23,0.5,9,5,Low,Expensive,3.003095975,Low
8.6,0.18,0.28,0.8,0.032,25,78,0.99104,2.99,0.38,11.1,5,Low,Medium,0.267558528,High
6.2,0.21,0.26,13.1,0.05,59,150,0.99772,3.31,0.46,9,5,Low,Medium,3.957703927,Low
6.1,0.16,0.37,1.1,0.031,37,97,0.9922,3.4,0.58,10.5,6,Medium,Medium,0.323529412,Medium
6.5,0.22,0.32,2.2,0.028,36,92,0.99076,3.27,0.59,11.9,7,High,Medium,0.672782875,High
6.2,0.36,0.14,8.9,0.036,38,155,0.99622,3.27,0.5,9.4,5,Low,Medium,2.721712538,Medium
5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4,6,Medium,Medium,0.332326284,High
6.4,0.25,0.32,0.9,0.034,40,114,0.99114,3.31,0.58,10.8,7,High,Low,0.271903323,Medium
7.6,0.31,0.26,1.7,0.073,40,157,0.9938,3.1,0.46,9.8,5,Low,Medium,0.548387097,Medium
6.6,0.26,0.46,6.9,0.047,59,183,0.99594,3.2,0.45,9.3,5,Low,Medium,2.15625,Medium
5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4,6,Medium,Medium,0.332326284,High
6.2,0.2,0.31,1,0.031,22,73,0.99035,3.24,0.52,11.3,6,Medium,Medium,0.308641975,High
6.2,0.18,0.3,1,0.031,23,73,0.99032,3.23,0.52,11.3,6,Medium,Medium,0.309597523,High
6.1,0.37,0.2,7.6,0.031,49,170,0.99558,3.22,0.48,9.5,5,Low,Medium,2.360248447,Medium
6.2,0.36,0.14,8.9,0.036,38,155,0.99622,3.27,0.5,9.4,5,Low,Medium,2.721712538,Medium
6.5,0.22,0.32,2.2,0.028,36,92,0.99076,3.27,0.59,11.9,7,High,Medium,0.672782875,High
7.7,0.18,0.3,1.2,0.046,49,199,0.99413,3.03,0.38,9.3,5,Low,Medium,0.396039604,Medium
6.9,0.14,0.38,1,0.041,22,81,0.99043,3.03,0.54,11.4,6,Medium,Medium,0.330033003,High
6.9,0.14,0.38,1,0.041,22,81,0.99043,3.03,0.54,11.4,6,Medium,Medium,0.330033003,High
6,0.44,0.26,3.1,0.053,57,128,0.98982,3.22,0.39,12.7,6,Medium,Expensive,0.962732919,High
7.1,0.36,0.4,1.95,0.033,26,118,0.98934,3.2,0.45,13.5,7,High,Medium,0.609375,High
5.7,0.28,0.28,2.2,0.019,15,65,0.9902,3.06,0.52,11.2,6,Medium,Expensive,0.718954248,High
6.4,0.16,0.32,8.75,0.038,38,118,0.99449,3.19,0.41,10.7,5,Low,Medium,2.742946708,Medium
7.4,0.28,0.4,11.9,0.032,13,92,0.99629,3.01,0.46,10.8,4,Low,Medium,3.953488372,Medium
6.7,0.39,0.31,2.7,0.054,27,202,0.9948,3.46,0.57,10.5,6,Medium,Expensive,0.780346821,Medium
6.5,0.44,0.47,5.45,0.014,44,137,0.98984,3.13,0.32,13,8,High,Medium,1.741214058,High
6.9,0.22,0.31,6.3,0.029,41,131,0.99326,3.08,0.49,10.8,6,Medium,Medium,2.045454545,Medium
6.6,0.22,0.29,14.4,0.046,39,118,0.99834,3.05,0.5,9.1,6,Medium,Medium,4.721311475,Medium
7.7,0.25,0.3,7.8,0.038,67,196,0.99555,3.1,0.5,10.1,5,Low,Low,2.516129032,Medium
5.2,0.155,0.33,1.6,0.028,13,59,0.98975,3.3,0.84,11.9,8,High,Expensive,0.484848485,High
7,0.31,0.31,9.1,0.036,45,140,0.99216,2.98,0.31,12,7,High,Expensive,3.053691275,High
7,0.31,0.31,9.1,0.036,45,140,0.99216,2.98,0.31,12,7,High,Medium,3.053691275,High
6.6,0.22,0.29,14.4,0.046,39,118,0.99834,3.05,0.5,9.1,6,Medium,Low,4.721311475,Medium
5.6,0.21,0.4,1.3,0.041,81,147,0.9901,3.22,0.95,11.6,8,High,Low,0.403726708,High
5.2,0.155,0.33,1.6,0.028,13,59,0.98975,3.3,0.84,11.9,8,High,Medium,0.484848485,High
6.4,0.25,0.32,11.3,0.038,69,192,0.99573,3.14,0.5,10.2,6,Medium,Medium,3.598726115,Medium
6.9,0.22,0.31,6.3,0.029,41,131,0.99326,3.08,0.49,10.8,6,Medium,Expensive,2.045454545,Medium
5.3,0.21,0.29,0.7,0.028,11,66,0.99215,3.3,0.4,9.8,5,Low,Expensive,0.212121212,Medium
7.1,0.27,0.28,1.25,0.023,3,89,0.98993,2.95,0.3,11.4,4,Low,Expensive,0.423728814,High
5.2,0.17,0.27,0.7,0.03,11,68,0.99218,3.3,0.41,9.8,5,Low,Medium,0.212121212,Medium
7.7,0.25,0.3,7.8,0.038,67,196,0.99555,3.1,0.5,10.1,5,Low,Expensive,2.516129032,Medium
7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,8,High,Expensive,3.228840125,Medium
7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,8,High,Expensive,3.228840125,Medium
7.1,0.29,0.34,7.8,0.036,49,128,0.99397,3.21,0.4,10.7,6,Medium,Low,2.429906542,Medium
7.2,0.3,0.3,8.7,0.022,14,111,0.99576,3.11,0.61,10.6,5,Low,Medium,2.797427653,Medium
6.8,0.26,0.46,8.3,0.037,49,173,0.99601,3.17,0.47,9.3,5,Low,Expensive,2.61829653,Medium
7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,8,High,Expensive,3.228840125,Medium
7.1,0.29,0.34,7.8,0.036,49,128,0.99397,3.21,0.4,10.7,6,Medium,Medium,2.429906542,Medium
4.9,0.33,0.31,1.2,0.016,39,150,0.98713,3.33,0.59,14,8,High,Expensive,0.36036036,High
5.1,0.29,0.28,8.3,0.026,27,107,0.99308,3.36,0.37,11,6,Medium,Expensive,2.470238095,Medium
5.1,0.29,0.28,8.3,0.026,27,107,0.99308,3.36,0.37,11,6,Medium,Medium,2.470238095,Medium
6.8,0.26,0.48,6.2,0.049,55,182,0.99582,3.21,0.45,9.4,6,Medium,Low,1.931464174,Medium
6,0.28,0.52,5,0.078,30,139,0.99494,3.1,0.36,9,6,Medium,Medium,1.612903226,Low
6,0.28,0.25,1.8,0.042,8,108,0.9929,3.08,0.55,9,5,Low,Medium,0.584415584,Low
7.2,0.2,0.22,1.6,0.044,17,101,0.99471,3.37,0.53,10,5,Low,Medium,0.474777448,Medium
6.1,0.27,0.25,1.8,0.041,9,109,0.9929,3.08,0.54,9,5,Low,Medium,0.584415584,Low
6,0.28,0.25,1.8,0.042,8,108,0.9929,3.08,0.55,9,5,Low,Medium,0.584415584,Low
6.4,0.29,0.3,2.9,0.036,25,79,0.99037,3.29,0.6,12.4,7,High,Expensive,0.881458967,High
7.4,0.35,0.24,6,0.042,28,123,0.99304,3.14,0.44,11.3,5,Low,Medium,1.910828025,High
8.1,0.12,0.38,0.9,0.034,36,86,0.99026,2.8,0.55,12,6,Medium,Medium,0.321428571,High
6.4,0.12,0.3,1.1,0.031,37,94,0.98986,3.01,0.56,11.7,6,Medium,Medium,0.365448505,High
7.2,0.2,0.22,1.6,0.044,17,101,0.99471,3.37,0.53,10,5,Low,Medium,0.474777448,Medium
7.3,0.4,0.26,5.45,0.016,26,90,0.98951,2.84,0.54,13.2,7,High,Medium,1.919014085,High
7.7,0.11,0.34,14.05,0.04,41,114,0.99634,3.07,0.59,11,7,High,Medium,4.576547231,Medium
6.9,0.23,0.41,8,0.03,30,114,0.99368,3.22,0.54,11,6,Medium,Low,2.48447205,Medium
6.9,0.38,0.38,13.1,0.112,14,94,0.99792,3.02,0.48,9.2,5,Low,Medium,4.337748344,Medium
7.5,0.38,0.29,4.9,0.021,38,113,0.99026,3.08,0.48,13,7,High,Medium,1.590909091,High
5.8,0.19,0.24,1.3,0.044,38,128,0.99362,3.77,0.6,10.6,5,Low,Medium,0.344827586,Medium
5.5,0.34,0.26,2.2,0.021,31,119,0.98919,3.55,0.49,13,8,High,Medium,0.61971831,High
6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,6,Medium,Medium,4.901315789,Low
6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,6,Medium,Expensive,4.901315789,Low
8.4,0.31,0.31,0.95,0.021,52,148,0.99038,2.93,0.32,11.5,5,Low,Expensive,0.324232082,High
6.7,0.2,0.3,1.4,0.025,17,76,0.99104,3.11,0.44,11,6,Medium,Expensive,0.450160772,Medium
8.4,0.31,0.31,0.95,0.021,52,148,0.99038,2.93,0.32,11.5,5,Low,Medium,0.324232082,High
7.3,0.26,0.24,1.7,0.05,10,112,0.99286,3.11,0.43,9.9,5,Low,Medium,0.546623794,Medium
6.3,0.22,0.22,5.6,0.039,31,128,0.99296,3.12,0.46,10.4,6,Medium,Medium,1.794871795,Medium
6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,6,Medium,Medium,4.901315789,Low
7.5,0.19,0.4,7.1,0.056,50,110,0.9954,3.06,0.52,9.9,6,Medium,Medium,2.320261438,Medium
8,0.14,0.33,1.2,0.045,71,162,0.9914,3.07,0.47,11,6,Medium,Expensive,0.390879479,Medium
6.8,0.32,0.39,9.6,0.026,34,124,0.99286,3.18,0.35,12.1,6,Medium,Medium,3.018867925,High
6.6,0.23,0.2,11.4,0.044,45,131,0.99604,2.96,0.51,9.7,6,Medium,Medium,3.851351351,Medium
6.6,0.23,0.2,11.4,0.044,45,131,0.99604,2.96,0.51,9.7,6,Medium,Expensive,3.851351351,Medium
6.7,0.36,0.26,7.9,0.034,39,123,0.99119,2.99,0.3,12.2,7,High,Expensive,2.642140468,High
6.1,0.38,0.42,5,0.016,31,113,0.99007,3.15,0.31,12.4,7,High,Expensive,1.587301587,High
8.5,0.23,0.28,11.1,0.033,30,97,0.99507,3.03,0.39,10.5,7,High,Medium,3.663366337,Medium
7,0.2,0.31,8,0.05,29,213,0.99596,3.28,0.57,10.4,6,Medium,Expensive,2.43902439,Medium
6,0.26,0.32,3.8,0.029,48,180,0.99011,3.15,0.34,12,6,Medium,Expensive,1.206349206,High
6.9,0.3,0.3,10.55,0.037,4,28,0.99184,3.07,0.32,12.7,6,Medium,Expensive,3.436482085,High
6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,7,High,Expensive,3.279742765,Medium
6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,7,High,Expensive,3.279742765,Medium
6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,7,High,Medium,3.151125402,Medium
7.2,0.19,0.31,6.3,0.034,17,103,0.99305,3.15,0.52,11.4,7,High,Expensive,2,High
6.2,0.16,0.32,1.1,0.036,74,184,0.99096,3.22,0.41,11,6,Medium,Expensive,0.341614907,Medium
5,0.27,0.32,4.5,0.032,58,178,0.98956,3.45,0.31,12.6,7,High,Medium,1.304347826,High
6.3,0.37,0.28,6.3,0.034,45,152,0.9921,3.29,0.46,11.6,7,High,Expensive,1.914893617,High
6.6,0.2,0.27,10.9,0.038,29,130,0.99496,3.11,0.44,10.5,7,High,Expensive,3.504823151,Medium
6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,7,High,Expensive,3.151125402,Medium
6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,7,High,Expensive,3.151125402,Medium
6.6,0.28,0.34,0.8,0.037,42,119,0.9888,3.03,0.37,12.5,6,Medium,Medium,0.264026403,High
6.5,0.35,0.36,0.8,0.034,32,111,0.98942,3.11,0.5,12.1,8,High,Medium,0.257234727,High
6.9,0.25,0.33,1.2,0.035,35,158,0.99082,3.02,0.58,11.3,6,Medium,Low,0.397350993,High
6,0.32,0.3,1.3,0.025,18,112,0.98802,3.07,0.64,13.3,7,High,Expensive,0.423452769,High
6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,7,High,Expensive,3.151125402,Medium
6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,7,High,Expensive,3.279742765,Medium
6.6,0.2,0.27,10.9,0.038,29,130,0.99496,3.11,0.44,10.5,7,High,Medium,3.504823151,Medium
6.3,0.37,0.28,6.3,0.034,45,152,0.9921,3.29,0.46,11.6,7,High,Medium,1.914893617,High
7.2,0.19,0.31,6.3,0.034,17,103,0.99305,3.15,0.52,11.4,7,High,Medium,2,High
6.3,0.18,0.36,1.2,0.034,26,111,0.99074,3.16,0.51,11,6,Medium,Expensive,0.379746835,Medium
6.9,0.3,0.36,0.9,0.037,40,156,0.98968,3.08,0.36,12.1,6,Medium,Expensive,0.292207792,High
6.2,0.16,0.32,1.1,0.036,74,184,0.99096,3.22,0.41,11,6,Medium,Expensive,0.341614907,Medium
5,0.27,0.32,4.5,0.032,58,178,0.98956,3.45,0.31,12.6,7,High,Expensive,1.304347826,High
5,0.3,0.33,3.7,0.03,54,173,0.9887,3.36,0.3,13,7,High,Low,1.101190476,High
6.5,0.2,0.5,18.1,0.054,50,221,0.99941,2.94,0.64,8.8,6,Medium,Low,6.156462585,Low
6.7,0.25,0.31,1.35,0.061,30.5,218,0.99388,3.16,0.53,9.5,5,Low,Medium,0.42721519,Medium
6.6,0.22,0.36,5.5,0.029,30,105,0.99206,3.2,0.47,11.8,6,Medium,Expensive,1.71875,High
6.8,0.25,0.37,3.1,0.026,29,93,0.99035,3.14,0.45,12.2,6,Medium,Medium,0.987261146,High
7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,6,Medium,Expensive,4.213114754,Medium
7,0.45,0.34,19.8,0.04,12,67,0.9976,3.07,0.38,11,6,Medium,Expensive,6.449511401,Medium
7.2,0.32,0.3,8.25,0.02,14,104,0.99362,2.99,0.44,11.4,6,Medium,Medium,2.759197324,High
7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,6,Medium,Expensive,4.213114754,Medium
5.9,0.34,0.3,3.8,0.035,57,135,0.99016,3.09,0.34,12,6,Medium,Expensive,1.229773463,High
6.8,0.22,0.31,6.9,0.037,33,121,0.99176,3.02,0.39,11.9,8,High,Expensive,2.284768212,High
7.2,0.32,0.3,8.25,0.02,14,104,0.99362,2.99,0.44,11.4,6,Medium,Expensive,2.759197324,High
8.4,0.32,0.35,11.7,0.029,3,46,0.99439,3.02,0.34,11.8,6,Medium,Medium,3.874172185,High
6.8,0.27,0.29,4.6,0.046,6,88,0.99458,3.34,0.48,10.6,4,Low,Medium,1.377245509,Medium
8,0.74,0.21,4,0.05,24,133,0.99418,3.06,0.38,9.7,5,Low,Expensive,1.307189542,Medium
7,0.45,0.34,19.8,0.04,12,67,0.9976,3.07,0.38,11,6,Medium,Medium,6.449511401,Medium
7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,6,Medium,Low,4.213114754,Medium
5.4,0.22,0.29,1.2,0.045,69,152,0.99178,3.76,0.63,11,7,High,Expensive,0.319148936,Medium
8.4,0.22,0.3,8.9,0.024,17,118,0.99456,2.99,0.34,10.5,6,Medium,Expensive,2.976588629,Medium
7.4,0.32,0.22,11.7,0.035,44,150,0.99578,3.1,0.45,10.4,5,Low,Medium,3.774193548,Medium
7.5,0.18,0.37,6.2,0.05,21,138,0.99546,3.2,0.55,10.5,6,Medium,Medium,1.9375,Medium
7.1,0.47,0.29,14.8,0.024,22,142,0.99518,3.12,0.48,12,8,High,Medium,4.743589744,High
7.1,0.47,0.29,14.8,0.024,22,142,0.99518,3.12,0.48,12,8,High,Expensive,4.743589744,High
5.8,0.19,0.25,10.8,0.042,33,124,0.99646,3.22,0.41,9.2,6,Medium,Medium,3.354037267,Medium
6.7,0.14,0.46,1.6,0.036,15,92,0.99264,3.37,0.49,10.9,5,Low,Medium,0.474777448,Medium
6.8,0.24,0.38,8.3,0.045,50,185,0.99578,3.15,0.5,9.5,6,Medium,Medium,2.634920635,Medium
6.9,0.25,0.47,8.4,0.042,36,156,0.99604,3.15,0.55,9.4,6,Medium,Medium,2.666666667,Medium
6,0.24,0.33,2.5,0.026,31,85,0.99014,3.13,0.5,11.3,7,High,Medium,0.798722045,High
6.8,0.29,0.34,3.5,0.054,26,189,0.99489,3.42,0.58,10.4,5,Low,Medium,1.023391813,Medium
6.3,0.33,0.42,17.2,0.037,57,170,0.99884,3.26,0.57,9.4,6,Medium,Medium,5.27607362,Medium
6.5,0.23,0.45,2.1,0.027,43,104,0.99054,3.02,0.52,11.3,6,Medium,Expensive,0.695364238,High
6.3,0.27,0.29,12.2,0.044,59,196,0.99782,3.14,0.4,8.8,6,Medium,Expensive,3.885350318,Low
6.3,0.2,0.37,11.8,0.045,58,130,0.99519,3.2,0.35,10.8,5,Low,Medium,3.6875,Medium
6.2,0.33,0.41,16.8,0.037,58,173,0.99882,3.25,0.57,9.4,6,Medium,Medium,5.169230769,Medium
6.3,0.33,0.42,17.2,0.037,57,170,0.99884,3.26,0.57,9.4,6,Medium,Low,5.27607362,Medium
7.2,0.21,1,1.1,0.154,46,114,0.9931,2.95,0.43,9.2,6,Medium,Medium,0.372881356,Medium
6,0.27,0.3,14.7,0.044,15,144,0.99666,3.12,0.53,10.3,6,Medium,Medium,4.711538462,Medium
5.7,0.12,0.26,5.5,0.034,21,99,0.99324,3.09,0.57,9.9,6,Medium,Expensive,1.779935275,Medium
6.9,0.24,0.37,6.1,0.027,38,112,0.99086,3.19,0.34,12.4,6,Medium,Expensive,1.912225705,High
7.7,0.18,0.53,1.2,0.041,42,167,0.9908,3.11,0.44,11.9,5,Low,Medium,0.38585209,High
7.1,0.17,0.43,1.3,0.023,33,132,0.99067,3.11,0.56,11.7,6,Medium,Low,0.418006431,High
7.5,0.33,0.38,8.7,0.126,49,199,0.99711,2.98,0.57,9.4,5,Low,Medium,2.919463087,Medium
6.2,0.255,0.24,1.7,0.039,138.5,272,0.99452,3.53,0.53,9.6,4,Low,Low,0.481586402,Medium
7.5,0.33,0.38,8.7,0.126,49,199,0.99711,2.98,0.57,9.4,5,Low,Expensive,2.919463087,Medium
5.6,0.2,0.66,10.2,0.043,78,175,0.9945,2.98,0.43,10.4,7,High,Medium,3.422818792,Medium
7.6,0.17,0.36,4.5,0.042,26,102,0.99427,3.09,0.47,9.5,5,Low,Expensive,1.45631068,Medium
5.8,0.15,0.31,5.9,0.036,7,73,0.99152,3.2,0.43,11.9,6,Medium,Expensive,1.84375,High
6.3,0.25,0.44,1.7,0.024,36,116,0.98935,3.18,0.4,12.5,6,Medium,Expensive,0.534591195,High
6.9,0.28,0.41,1.4,0.016,6,55,0.98876,3.16,0.4,13.4,5,Low,Low,0.443037975,High
7.2,0.27,0.37,5.4,0.026,27,114,0.99174,3.13,0.84,12.7,5,Low,Medium,1.725239617,High
6.2,0.25,0.38,7.9,0.045,54,208,0.99572,3.17,0.46,9.1,5,Low,Medium,2.492113565,Medium
8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,6,Medium,Low,0.379310345,Medium
6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,5,Low,Low,2.194357367,Medium
6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,5,Low,Medium,2.194357367,Medium
6.8,0.28,0.43,7.6,0.03,30,110,0.99164,3.08,0.59,12.5,8,High,Low,2.467532468,High
6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,5,Low,Medium,2.194357367,Medium
7.4,0.21,0.8,12.3,0.038,77,183,0.99778,2.95,0.48,9,5,Low,Expensive,4.169491525,Low
7,0.15,0.38,15.3,0.045,54,120,0.9975,3.18,0.42,9.8,6,Medium,Medium,4.811320755,Medium
7.4,0.21,0.8,12.3,0.038,77,183,0.99778,2.95,0.48,9,5,Low,Expensive,4.169491525,Low
7.3,0.28,0.42,1.2,0.033,29,142,0.99205,3.17,0.43,10.7,4,Low,Medium,0.378548896,Medium
6.1,0.18,0.38,2.3,0.033,28,111,0.98962,3.16,0.49,12.4,6,Medium,Medium,0.727848101,High
7,0.53,0.43,6.1,0.029,6,76,0.99118,3.08,0.5,12.5,8,High,Medium,1.980519481,High
6.8,0.28,0.43,7.6,0.03,30,110,0.99164,3.08,0.59,12.5,8,High,Expensive,2.467532468,High
6.5,0.36,0.38,10.2,0.028,20,82,0.99274,3.1,0.43,12.1,7,High,Medium,3.290322581,High
7.5,0.25,0.47,4.1,0.041,95,163,0.99184,2.92,0.59,11.3,6,Medium,Expensive,1.404109589,High
6.7,0.24,0.41,2.9,0.039,48,122,0.99052,3.25,0.43,12,5,Low,Medium,0.892307692,High
6.6,0.25,0.33,8.5,0.042,29,141,0.99546,3.28,0.6,10.4,5,Low,Medium,2.591463415,Medium
6.4,0.15,0.4,1.5,0.042,23,87,0.98972,3.11,0.46,12.2,7,High,Expensive,0.482315113,High
6.3,0.28,0.3,3.1,0.039,24,115,0.9942,3.05,0.43,8.6,5,Low,Medium,1.016393443,Low
6.2,0.25,0.38,7.9,0.045,54,208,0.99572,3.17,0.46,9.1,5,Low,Expensive,2.492113565,Medium
7.1,0.28,0.35,3.5,0.028,35,91,0.99022,2.96,0.33,12.1,5,Low,Low,1.182432432,High
6.6,0.35,0.34,4.9,0.032,9,125,0.99253,3.32,0.81,12,5,Low,Medium,1.475903614,High
8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,6,Medium,Low,0.379310345,Medium
6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,5,Low,Expensive,2.194357367,Medium
6,0.35,0.51,1.2,0.029,10,102,0.9903,3.46,0.42,11.9,6,Medium,Medium,0.346820809,High
5.8,0.31,0.32,4.5,0.024,28,94,0.98906,3.25,0.52,13.7,7,High,Low,1.384615385,High
6.6,0.17,0.35,2.6,0.03,33,78,0.99146,3.22,0.72,11.3,6,Medium,Expensive,0.807453416,High
8.5,0.23,0.4,9.9,0.036,24,88,0.9951,3.02,0.42,10.5,6,Medium,Medium,3.278145695,Medium
5.8,0.31,0.32,4.5,0.024,28,94,0.98906,3.25,0.52,13.7,7,High,Expensive,1.384615385,High
6.1,0.2,0.34,9.5,0.041,38,201,0.995,3.14,0.44,10.1,3,Low,Expensive,3.025477707,Medium
6.3,0.37,0.37,1.5,0.024,12,76,0.98876,2.94,0.39,12.3,6,Medium,Expensive,0.510204082,High
6.2,0.36,0.38,3.2,0.031,20,89,0.98956,3.06,0.33,12,7,High,Low,1.045751634,High
6.6,0.17,0.35,2.6,0.03,33,78,0.99146,3.22,0.72,11.3,6,Medium,Medium,0.807453416,High
